"ResponseId","part.group","EndDate","Duration..in.seconds.","bnt1","bnt2","bnt3","bnt4","time.bnt_Page.Submit","mct.w","mct.w.pro_1","mct.w.pro_2","mct.w.pro_3","mct.w.pro_4","mct.w.pro_5","mct.w.pro_6","mct.w.con_1","mct.w.con_2","mct.w.con_3","mct.w.con_4","mct.w.con_5","mct.w.con_6","mct.d","mct.d.pro_1","mct.d.pro_2","mct.d.pro_3","mct.d.pro_4","mct.d.pro_5","mct.d.pro_6","mct.d.con_1","mct.d.con_2","mct.d.con_3","mct.d.con_4","mct.d.con_5","mct.d.con_6","time.mct_Page.Submit","treat.check","time.sec2_Page.Submit","fq1_1","fq2_1","fq3_1","fq4_1","fq5_1","fq6_1","fq7_1","fq8_1","fq9_1","fq10_1","fq11_1","fq12_1","fq13_1","fq14_1","fq15_1","fq16_1","fq17_1","fq18_1","fq19_1","fq20_1","fq21_1","fq22_1","fq23_1","fq24_1","selfassessment","exp","exp.sp","team","time","source","intu.anal","method","time.refl_Page.Submit","sex","year","edu","emp","CompletionCode","Group"
"R_3lPOdrLXmafhZU2","mturk",2017-02-06,972,17,25,35,5,174.856,1,-3,3,1,4,2,2,3,2,2,3,-2,-3,2,3,2,-3,3,-4,-3,3,3,-3,4,3,3,"298.405","",279.391,0.4,0.09,0.08,0.61,0.33,0.77,0.55,0.6,0.15,0.18,0.12,0.53,0.4,0.64,0.57,0.02,0.11,0.81,0.26,0.35,0.75,0.86,0.36,0.2,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News","Mostly analysis, some intuition","I based my forecasts on the history of the situations. How things happen in the past will frequently tell what the future holds.","134.736","Female","1962","Master's degree","    Employed for wages","50903601","Control"
"R_3lzrZQA0ZydDtpo","other",2017-02-09,1656,25,25,20,50,198.84,-1,-3,-4,-4,-2,-3,2,1,2,NA,1,-1,-2,2,1,1,-3,-4,0,-4,-3,-4,-2,-3,-4,-3,"449.489","Yes",826.764,0.24,0.3,0.2,0.65,0.45,0.15,0.25,0.78,0.6,0.3,0.16,0.77,0.45,0.28,0.22,0.86,0.42,0.14,0.04,0.08,0.45,0.77,0.16,0.13,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Online databases / statistics","Mostly intuition, some analysis","","88.944","Male","1990","Bachelor's degree","    A student","91836325","Treatment"
"R_3MGAAhh0REBpR9L","other",2017-02-15,2231,30,25,23,20,804.306,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"990.224","",301.148,0.2,0.7,0.09,0.09,0.2,0.19,0.19,0.82,0.29,0.52,0.18,0.52,0.52,0.19,1,0.81,0.19,0.19,0,0,0.52,0.71,0,0.7,"Neither good nor bad","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","Less than 10 min","None","About evenly intuition and analysis","","67.202","Male","84","Master's degree","    Employed for wages","69824110","Control"
"R_3Ms2Q3yLc9O1SMO","mturk",2017-02-07,272,5,235,8,22,21.848,2,0,1,-2,2,3,0,2,0,1,-3,1,2,1,-1,2,1,0,1,-1,1,1,-1,1,-1,1,"71.57","Yes",59.094,0.67,0.93,0.18,0.6,0.75,0.26,0.76,0.39,0.8,0.67,0.46,0.66,0.45,0.77,0.57,0.38,0.6,0.7,0.42,0.68,0.4,0.73,0.4,0.77,"Moderately good","Yes, I regularly forecast events","Yes, but less than six months","With one other person","1 to 2 hours","Academic papers,Reports of governments and/or international organizations","Mostly analysis, some intuition","I tried to think logically about past events and about our current government to make my predicitons","48.836","Female","1992","Bachelor's degree","    Employed for wages","53654822","Treatment"
"R_3n1P65UbeqdXrk5","mturk",2017-02-06,1472,30,25,20,40,272.788,2,-2,4,3,4,3,3,3,-1,-3,4,3,1,3,3,4,-2,2,4,-1,-3,3,2,4,-4,3,"279.356","Yes",636.74,0.65,0.8,0.2,0.4,0.75,0.75,1,0.6,0.75,0.65,0.7,0.4,0.9,0.6,0.8,0.8,0.55,0.25,0.65,0.1,0.95,0.85,0.2,0.7,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News,Reports of governments and/or international organizations,Online databases / statistics","About evenly intuition and analysis","If I knew well about the issue I answered immediately. If not I researched to find out more then made my decision.","170.901","Male","1970","Bachelor's degree","    Employed for wages","33961973","Treatment"
"R_3nGzFcpkRcVBJrn","mturk",2017-02-06,591,25,25,20,50,115.281,-3,-4,-4,-4,-4,-4,-4,3,4,1,4,1,-3,-3,-4,-4,-4,-4,-4,-4,1,3,4,-2,-4,4,"194.36","",175.895,0.09,0.77,0.25,0.66,0.35,0.66,0.81,0.25,0.75,0.24,0.57,0.86,0.56,0.67,0.68,0.15,0.57,0.67,0.2,0.65,0.86,0.64,0.66,0.36,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Mostly intuition, some analysis","Uncertainty around some of the referenced groups played a large part in my forecasting.","54.128","Male","1979","Master's degree","    Employed for wages","33345604","Control"
"R_3nkFA6DEiR60EUS","mturk",2017-02-06,902,25,0.25,0.33,0.2,269.82,-2,-2,-3,2,-1,-1,2,4,2,-2,4,4,-3,-1,-1,-3,-3,-3,-4,-4,2,4,4,4,-2,4,"267.202","Yes",222.517,0.93,0.73,0.12,0.87,0.18,0.86,0.63,0.81,0.23,0.11,0.11,0.9,0.12,0.03,0.07,0.15,0.82,0.89,0.61,0.02,0.88,0.76,0.6,0.11,"Moderately good","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","I used my judgement based on all the information I've taken in about the events. I used the probability of events happening again or the possibility of it happening in the current state of the world.","100.263","Male","1994","Bachelor's degree","    Employed for wages","37287841","Treatment"
"R_3nkH1XZEaE74UN7","mturk",2017-02-06,548,30,25,20,4,38.281,-3,-4,-4,-4,-4,-4,-4,3,1,-2,4,0,-1,3,4,-2,-4,-4,-3,-4,1,-1,0,-2,-3,3,"187.796","",168.163,0.8,0.1,0.05,0.01,0.2,0.3,0.99,0.9,0.2,0.15,0.05,0.25,0.85,0.5,0.9,0.9,0.01,0.1,0.05,0.01,0.8,0.6,0.1,0.1,"Moderately bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I used mu intuition","119.839","Male","1989","Bachelor's degree","    Employed for wages","23826565","Control"
"R_3nlbkOEwoljfVat","uni",2017-02-12,2451,30,25,23,50,420.402,1,0,-2,3,3,-1,1,2,-2,-3,3,0,-2,1,3,2,-3,-2,-1,-3,-3,-3,-3,1,-3,-3,"205.323","Yes",1338.923,0.62,0.91,0.23,0.46,0.25,0.39,0.6,0.65,0.15,0.25,0.02,0.33,0.81,0.05,0.09,0.66,0.12,0.21,0.03,0.1,0.38,0.57,0.04,0.05,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Reports of non-government organizations,Reports of governments and/or international organizations","About evenly intuition and analysis","The questions described international events that have received ample coverage on most major news networks. The student of international affairs would have some background knowledge on the majority of the issues listed here. However, information on any one event is always a question of probability and any one piece of information, be it official or unofficial, does not give a comprehensive picture of the event. Moreover, if forecasting is an art more so than it is a science (as typified by a clear lack of a central base containing the probability distributions of a particular event taking place or not), all relevant information leads to a an educated guess, lacking a definable chance of occurrence. ","434.065","Male","1994","Master's degree","    A student","67772734","Treatment"
"R_3nSLVfmeuJmZtoz","uni",2017-02-11,2864,25,33,23,90,643.131,-2,-3,-3,-4,-3,-2,2,2,1,-1,4,3,-1,-1,3,-1,-4,-4,2,-4,-3,1,3,1,-3,-1,"723.665","",1081.868,0.93,0.67,0.28,0.13,0.51,0.19,0.76,0.95,0.14,0.31,0.54,0.72,0.38,0.65,0.91,0.38,0.1,0.2,0,0.63,0.64,0.91,0.24,0.73,"Slightly good","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations","Mostly intuition, some analysis","Looked at past events and what politicians in charge of some of these situations said about the topic. ","236.499","Female","1993","Bachelor's degree","    A student","83197441","Control"
"R_3NUP37Pwms2wEJO","mturk",2017-02-06,1668,30,25,20,80,105.365,2,3,4,0,3,-4,1,-3,-2,0,3,2,-2,1,-1,0,-3,0,3,-2,2,-1,-4,4,1,3,"248.325","Yes",326.652,1,0.05,0.02,0,0.2,0.4,0.75,0.6,0.1,0.8,0.03,0.4,0.9,0.2,0.05,0.9,0.02,0.05,0,0.85,1,0.05,0.05,0.05,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Mostly intuition, some analysis","I considered the rarity of the event, then tried to think of any pending tensions that might help it happen in the next 2 months or so. I thought of the tip as I recalled news stories and quickly looked up some things I wasn't sure of. I get a daily exposure of world news through 2 half hour podcasts of BBC Global News every day, plus browsing through google news a couple of times a day. I called the latter things part of my intuition since I've had a lot of exposure to the situations.","230.82","Female","1979","Some college/university but no degree","    Employed for wages","29369128","Treatment"
"R_3pfiRRIjKRfNhit","other",2017-02-06,1941,30,20,20,20,311.896,1,-2,-1,-2,1,-3,4,2,1,-2,1,-3,-2,2,2,3,-2,-1,-1,-2,1,-3,-2,2,-2,-2,"574.641","Yes",794.966,0.6,0.15,0.1,0.1,0.4,0.5,0.8,0.4,0.7,0.7,0.3,0.2,0.1,0.15,0.65,0.8,0.05,0.25,0.5,0.15,0.7,0.9,0.4,0.2,"Slightly good","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","10-30 min","News","Mostly intuition, some analysis","","128.859","Male","1992","Some college/university but no degree","    A student","26721697","Treatment"
"R_3pu7PAGCY7UFc5G","mturk",2017-02-06,501,20,20,35,20,62.792,-2,-2,-3,-1,-2,-2,-1,-1,-3,-2,0,0,-1,1,3,2,1,2,1,1,-2,-1,-2,1,0,0,"263.311","",103.129,0.43,0.23,0.35,0.51,0.31,0.15,0.2,0.4,0.09,0.28,0.51,0.41,0.51,0,0,0.38,0.51,0.27,0.44,0.32,0.14,0,0.36,0.24,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Only intuition","","24.216","Female","1990","Some college/university but no degree","    Self-employed","51007794","Control"
"R_3qCJuExrtgPPXl2","uni",2017-02-09,2111,30,10,23,4,361.333,1,3,-4,1,-1,-2,2,3,3,-3,3,3,-3,2,3,4,-4,2,-1,-3,-4,-1,-2,-2,-1,1,"329.461","",1180.925,0.8,0.19,0.39,0.2,0.6,0.6,0.4,0.2,0.7,0.61,0.25,0.93,0.29,0.4,0.8,0.75,0.25,0.2,0,0.1,0.25,0.9,0.14,0.4,"Slightly bad","No, I never participated in any forecasting of events","Yes, but less than six months","Individually","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations","About evenly intuition and analysis","No specific method.","168.275","Female","1992","Bachelor's degree","    A student","41227435","Control"
"R_3qCNPMAsPMwMN79","uni",2017-02-10,77068,30,10,23.3,4,578.649,-2,-2,-2,-2,1,-2,2,2,2,-2,3,-2,-3,1,1,4,-3,1,2,-1,-3,-4,-4,-4,-4,-4,"436.95","Yes",553.172,0.1,0.8,0.8,0.7,0,0.7,0.91,0.4,0.4,0.6,0.1,0.7,1,0.9,0.3,0.15,0.92,0.04,0.02,0,0.65,0.99,0.02,0.1,"Neither good nor bad","Yes, I have tried forecasting events a few times","None","Individually","Less than 10 min","News,Social media","Mostly intuition, some analysis","Mostly were educated guess.","161.634","Male","1991","Bachelor's degree","    A student","59229576","Treatment"
"R_3QLtw6DKDGF4K7H","other",2017-02-06,5674,30,25,20,8,340.15,2,-3,3,2,2,1,2,2,-2,-3,2,-1,-4,3,3,2,-3,-3,-3,-3,-3,-2,-4,-2,-3,-1,"296.82","",4921.522,0.21,0.4,0.4,0.1,0.4,0.3,0.7,0.85,0.3,0.4,0.1,0.9,0.75,0.7,0.9,0.95,0.35,0.7,0.05,0.8,0.7,0.65,0.15,0.15,"Slightly good","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","10-30 min","None","Mostly analysis, some intuition","","58.661","Male","1992","Bachelor's degree","    A student","67572898","Control"
"R_3qqFqt9DkYkPioo","uni",2017-02-09,8331,30,25,23,75,876.276,-2,-4,-4,-4,-2,-4,-3,3,2,2,2,2,2,2,2,2,2,0,1,1,-1,-3,-2,-1,-1,-1,"414.247","Yes",393.098,0.71,0.2,0.08,0.82,0.31,0.62,0.31,0.61,0.2,0.29,0.6,0.71,0.6,0.29,0.5,0.81,0.4,0.08,0.3,0.61,0.82,0.83,0.19,0.31,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","Mostly intuition, some analysis","I just thought of recent events and headlines in the news or political developments that could influence the process in the coming three months and then followed my instinct. ","91.153","Female","1994","Bachelor's degree","    A student","94454743","Treatment"
"R_3R7Rl8tfqi4PFQi","mturk",2017-02-06,1710,25,25,23,4,480.087,-1,-1,-1,-1,-2,-2,-1,-3,0,2,2,2,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,"552.277","Yes",169.423,0.75,0.42,0.64,0.37,0.3,0.62,0.62,0.29,0.68,0.41,0.6,0.62,0.32,0.34,0.41,0.69,0.68,0.3,0.34,0.29,0.32,0.71,0.69,0.65,"Slightly bad","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News,Online databases / statistics","Mostly analysis, some intuition","I searched online about the topics and answered after applying some thought and though logically about it.","169.891","Male","1984","Bachelor's degree","    Employed for wages","33769818","Treatment"
"R_3s0yc8qF7PCbLLb","uni",2017-02-10,4225,30,25,20,50,514.031,1,-3,3,-3,0,0,2,1,1,-1,3,2,-1,2,1,1,-1,0,1,-2,-2,-1,-1,0,-2,1,"384.439","",2979.95,0.1,0.1,0.25,0.25,0.1,0.3,0.1,0.82,0.72,0.1,0.05,0.2,0.71,0.25,0.7,0.6,0.1,0.1,0,0.34,0.8,0.7,0.6,0.1,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations","About evenly intuition and analysis","Especially check events in the past and try to transfer experiences to the future. Try to find out about (official) plans made by people in power to make decisions influencing the events asked for in the questions. Try to find experts' opinions on the topis.","254.927","Female","1994","Bachelor's degree","    A student","9457189","Control"
"R_3s6b8nZwg8RL4Yl","uni",2017-02-11,181552,30,25,20,20,467.099,0,-2,-3,-3,-1,-1,-2,2,1,-1,4,2,NA,1,-2,2,-3,-1,-2,-4,1,2,1,-3,-2,0,"351.059","Yes",180909.29,0.32,0.25,0.36,0.18,0.66,0.21,0.73,0.17,0.17,0.83,0.76,0.66,0.76,0.17,0.69,0.38,0.28,0.1,0.18,0.73,0.7,0.9,0.7,0.4,"Slightly bad","No, I never participated in any forecasting of events","None","With more than one other person","30 min to 1 hour","News,Reports of non-government organizations,Reports of governments and/or international organizations,Peers and friends,Social media","About evenly intuition and analysis","","129.132","Female","1993","Bachelor's degree","    A student","52027916","Treatment"
"R_4MVA5a1crF05Ipr","mturk",2017-02-07,769,48,40,32,10,223.233,-2,-2,-2,-2,-2,-2,-2,1,1,-1,4,3,-1,2,3,2,-1,-1,2,-2,1,-1,3,2,2,3,"310.806","",131.033,0.28,0.7,0.32,0.62,0.19,0.82,0.81,0.29,0.65,0.3,0.63,0.72,0.23,0.25,0.15,0.2,0.7,0.83,0.2,0.18,0.18,0.71,0.22,0.15,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News","Only intuition","Just going on what has happened in the last few months","56.875","Male","1984","High school graduate (high school diploma or equivalent)","    Out of work and looking for work","49744172","Control"
"R_56AXymFBW3yJ33P","uni",2017-02-12,8676,30,25,20,50,1029.207,-3,-2,-3,-2,-2,-4,-2,1,4,-1,4,-1,-2,1,-3,1,-3,-3,-3,-3,-2,-2,2,0,2,3,"470.516","Yes",1133.327,0.2,0.1,0,0.3,0.5,0.7,0.71,0.46,0.48,0.48,0.05,0.1,0.2,0.05,0.2,0.7,0.71,0.2,0.1,0.3,0.5,0.82,0.61,0.6,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly intuition, some analysis","","53.804","Female","1993","Bachelor's degree","    A student","69940490","Treatment"
"R_5dw4PmIRs6Q2Dw5","mturk",2017-02-06,675,34,20,44,15,53.019,-1,1,-2,2,3,-3,1,-1,2,-2,2,-2,3,0,-1,2,-2,1,-1,2,-2,2,3,-1,2,1,"102.092","",42.45,0.41,0.63,0.33,0.82,0.36,0.67,0.25,0.21,0.59,0.74,0.61,0.22,0.37,0.68,0.65,0.26,0.42,0.83,0.89,0.29,0.67,0.89,0.89,0.35,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","I used only my intuition to make my judgement. My intuition has helped me much in my life, so I thought it would help me here, too.","373.525","Male","1984","Bachelor's degree","    Employed for wages","71301924","Control"
"R_6zmO180fhD3K2f7","mturk",2017-02-06,1093,30,25,28,25,301.526,3,0,4,0,4,4,4,-4,0,0,0,0,NA,3,4,4,-1,0,-3,0,-3,0,0,3,-4,0,"473.47","",172.792,0.72,0.75,0.51,0,0.7,0.51,0.9,0.51,0.51,0.51,0.51,0.51,0.51,0.81,0.51,0.51,0.51,0.51,0.08,0.68,0.91,0.96,0.51,0.51,"Neither good nor bad","Yes, I sometimes forecast events","None","Individually","Less than 10 min","None","About evenly intuition and analysis","I thought about the question, and then answered it.","85.416","Female","1981","Some college/university but no degree","    Self-employed","91637237","Control"
"R_74jJ1WDSrX60PQJ","other",2017-02-09,2516,30,25,20,50,307.056,2,-1,0,-2,2,4,1,3,1,-3,1,-3,-4,2,1,3,-1,3,1,-1,3,-2,-1,1,-1,1,"429.091","",344.268,0.55,0.4,0.15,0.1,0.12,0.2,0.55,0.4,0.55,0.2,0.15,0.1,0.6,0.1,0.1,0.05,0.7,0.2,0.05,0.15,0.6,0.15,0.05,0.05,"Slightly good","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","News,Academic papers,Online databases / statistics","Mostly intuition, some analysis","I am no expert on many of these question, as I'm usually dealing with the Far East and not with America or the Middle East, but I was too lazy to do actual research apart from the newspaper coverage I'm reading anyway, so I relied mostly on intuition and on inferring knowledge from other areas.
Let's take the cease-fire and peace treaty negotiations as an example.
I read some coverage about the negotiations in Syria and I know that the rebels have lost a lot of its ground, but I'm no expert. Yet I can infer knowledge - from East Asian or European history and also from Paul Collier's ""The bottom billion""), who actually analyzed civil wars in a statisical way. This, together with intuition replacing a more thorough analysis leads me to the following conclusions:
- It's rather likely that cease-fire agreements are broken, if at least one party has some interest in continuing the fights if there is no clear victor (e. g. Syrian government), or the notion of Collier that civil wars are very likely to break out again. Also, terrorist attacks are likely in Syria and they are likely to jeopardize cease-fire agreements.
- If a cease-fire agreement is broken, a peace treaty is less likely to follow. Even if the cease-fire agreement is maintained and the balance of power is clear (e. g. Japan 1945), peace treaty negotiations usually take a lot of time (Treaty of San Francisco with Japan & USA) and are often not done at all (cf. Korean War or that there's no peace treaty between Russia and Japan yet), especially if one party is not a recognized government or one party doesn't recognize the other (e. g. FARC agreement, Taiwan/ PRC China). Finally, the presence of the Islamic State as an actor, virtually noone recognizes, lowers the probability of peace agreements too...
Yet, I believe in surprises in history and I hope the 2% probability of some peace treaty comes true.","1322.267","Male","1987","Master's degree","    A student","24554466","Control"
"R_9MJLwVqnuOtGZ8J","uni",2017-02-12,5481,30,25,20,50,1373.184,3,-3,1,2,3,-3,4,1,2,-4,2,-4,-4,3,2,4,-2,-3,4,-2,-4,1,-2,-1,-2,-3,"508.786","",3446.732,0.61,0.82,0.16,0.13,0.17,0.75,0.82,0.19,0.82,0.89,0.1,0.87,1,0.19,0.17,0.1,0.88,0.07,0.09,0.87,0.79,0.75,0.96,0.94,"Slightly good","No, I never participated in any forecasting of events","Yes, between six months and two years","Individually","30 min to 1 hour","News","About evenly intuition and analysis","I googled key words and checked the most recent news articles for information","79.652","Female","1992","Bachelor's degree","    A student","77343227","Control"
"R_A0bxU3sndxtaZC9","other",2017-02-06,1254,30,25,20,50,533.147,3,4,4,-4,-4,4,4,-4,-4,-4,2,-4,-4,3,2,3,-2,0,3,-4,-4,1,-3,-1,-4,-4,"185.096","",360.123,0.1,0.3,0.2,0.15,0.8,0.3,0.4,0.8,0.1,0.8,0.8,0.8,0.9,0.4,0.6,0.9,0.1,0,0.2,0.6,0.7,0.3,0.1,0.2,"Slightly good","Yes, I sometimes forecast events","Yes, more than two years","Individually","10-30 min","News","Mostly intuition, some analysis","No specific method, just extrapolating from currently known trends and figures.","74.364","Male","1980","Doctoral degree","    Employed for wages","99101397","Control"
"R_a61YMRLAlZE33SF","mturk",2017-02-07,667,30,10,10,20,243.605,-2,-3,0,-2,-2,-1,1,1,1,0,3,1,-1,0,0,0,-2,0,-2,-1,-2,-1,-2,-1,-1,0,"164.587","",151.678,0.51,0.29,0.51,0.3,0.19,0.25,0.34,0.71,0.2,0.3,0.2,0.31,0.41,0.51,0.25,0.35,0.72,0.2,0.3,0.82,0.51,0.71,0.51,0.51,"Slightly bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","None","About evenly intuition and analysis","No specific method, just considered what was most likely. Or guess if I had no clue.","60.067","Female","1981","Some college/university but no degree","    Employed for wages","25899368","Control"
"R_AdpxcYCowF4zXKV","mturk",2017-02-07,1009,30,10,25,15,172.223,1,2,3,1,1,3,3,-1,-1,-1,-1,-1,-2,2,1,1,1,1,2,NA,-2,-2,-1,-1,-1,-1,"190.627","Yes",205.262,1,0.87,0.3,0.6,0.3,0.75,1,0.71,0.24,0.34,0.26,0.24,0.8,0.14,0.2,0.16,0.68,0.9,0.19,0.76,0.29,0.3,0.24,0.11,"Extremely bad","No, I never participated in any forecasting of events","None","Individually","Less than 10 min","None","Only intuition","Guessed, though I follow many of these issues regularly.

No one is going to do outside research for any HIT, especially for one that pays $1.50 without any potential bonus. We're on here to make a living. Even if the requester is a student.

(I almost didn't do this because a student is more likely to reject than a professor. I hope you don't make me regret this.)","352.011","Male","1965","Bachelor's degree","    Employed for wages","5180797","Treatment"
"R_bDFgvKPNkT6aW2Z","uni",2017-02-12,2209,30,25,23,50,514.674,-1,-1,-2,-3,-2,-2,-1,2,1,-1,3,1,0,0,0,1,-2,-1,0,-1,-1,1,0,0,0,0,"467.086","Yes",1070.02,0.3,0.71,0.09,0.3,0.82,0.3,0.6,0.72,0.3,0.71,0.09,0.91,0.81,0.5,0.61,0.82,0.18,0.09,0.69,0.39,0.81,0.83,0.6,0.31,"Slightly good","No, I never participated in any forecasting of events","None","Individually","10-30 min","News","Mostly analysis, some intuition","","88.991","Male","1985","Bachelor's degree","    A student","47660115","Treatment"
"R_BLGjTdXIEXva5Ff","uni",2017-02-11,1437,30,25,0,0,167.001,1,1,1,NA,1,2,3,-2,1,-3,3,-3,-2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"155.88","Yes",439.531,0.7,0.61,0.28,0,0.13,0.3,0.59,0.19,0.21,0,0,0.29,0.63,0.14,0.66,0.35,0.37,0.91,0.22,0.67,0.94,0.17,0.25,0.67,"Moderately good","No, I never participated in any forecasting of events","Yes, between six months and two years","With one other person","Less than 10 min","None","About evenly intuition and analysis","","42.952","Male","1992","Bachelor's degree","    A student","14046206","Treatment"
"R_C1gQWWnV4tKi08N","uni",2017-02-09,2452,30,25,20,50,285.122,1,1,1,-4,-1,1,4,2,1,-4,4,1,-2,2,1,1,1,-2,1,-4,-4,-3,1,-4,-4,1,"397.17","Yes",1515.137,0.8,0.5,0.45,0.3,0.7,0.65,0.6,0.7,0.85,0.4,0.15,0.71,0.3,0.4,0.7,0.7,0.2,0.3,0.4,0.6,0.7,0.85,0.25,0.7,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","10-30 min","News","Mostly intuition, some analysis","I have background knowledge and research done on most of the conflicts involved. I used that to gather a baseline intuition, then did quick research on the current status and changes over the past three months to see if there is a trend that will likely continue over the next three.","126.621","Male","1995","Bachelor's degree","    A student","39500012","Treatment"
"R_cSZjN91WhggGzZf","mturk",2017-02-06,4766,25,40,35,56,235.307,-3,-4,-4,-4,-4,-4,-4,4,4,-4,4,4,4,3,-4,4,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,"1585.643","",2843.881,0.32,0.71,0.24,0.85,0.57,0.37,0.67,0.89,0.14,0.61,0.68,0.66,0.86,0.37,0.43,0.75,0.41,0.27,0.16,0.7,0.82,0.9,0.4,0.2,"Moderately bad","Yes, I sometimes forecast events","None","Individually","30 min to 1 hour","None","Only intuition","I went on feeling only.","45.717","Female","1967","Some college/university but no degree","    Employed for wages","10683529","Control"
"R_d3W6Sh3ZO36qxHP","other",2017-02-06,8146,30,33,23,4,280.712,2,3,-1,-3,2,1,2,1,-2,-1,-1,1,-1,3,1,1,-1,1,2,-4,-4,-2,-4,1,-2,-1,"249.163","Yes",6311.229,0.15,0.1,0.1,0.05,0.2,0.7,0.6,1,0.3,0.3,0.09,0.2,0.3,0.3,0.08,0.4,0.7,0.5,0.1,0.1,0.8,0.9,0.15,0.05,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,None","Mostly intuition, some analysis","","47.014","Male","1990","Bachelor's degree","    A student","98381763","Treatment"
"R_DeluMBo20LBbyUx","mturk",2017-02-06,2433,30,25,20,50,159.885,-2,-3,-3,-2,-3,-3,-2,3,3,-2,4,1,-4,1,3,1,-2,1,2,-3,1,1,3,4,0,1,"220.177","",1939.883,0.25,0.4,0.5,0.2,0.15,0.75,0.6,0.1,0.3,0.8,0.6,0.45,0.1,0.6,0.6,0.5,0.55,0.5,0.3,0.8,0.25,0.3,0.5,0.3,"Slightly good","No, I never participated in any forecasting of events","None","Individually","30 min to 1 hour","Online databases / statistics","Mostly analysis, some intuition","I tried to search for the forecasts online, when I couldn't really find any information for the given topic I would try to use my best intuition","77.926","Male","1995","Some college/university but no degree","    A student","62389328","Control"
"R_etCprzLpM26Dw5P","uni",2017-02-10,2415,30,12,23,1,942.738,-1,-1,1,1,0,2,3,2,2,-2,4,1,-4,3,3,2,-1,-4,-4,-4,-4,1,2,1,-4,1,"385.503","",827.569,0.76,0.08,0.32,0.72,0.29,0.61,0.68,0.41,0.36,0.14,0.32,0.75,0.73,0.09,0.61,0.61,0.6,0.72,0.25,0.6,0.66,0.87,0.42,0.28,"Neither good nor bad","No, I never participated in any forecasting of events","None","Individually","10-30 min","News,Online databases / statistics","Mostly intuition, some analysis","I used intuition on questions related to the US government and those which I had more direct knowledge of and/or had kept up with, but for events which I had no or limited previous knowledge of, I googled some key phrases and looked at top stories to gather useful information and make an educated prediction.  ","211.63","Female","1993","Bachelor's degree","    A student","88860810","Control"
"R_O6EiKHB5luIEoH7","other",2017-02-07,1882,30,25,20,50,314.055,-1,-3,-2,-2,1,-1,2,1,1,-2,4,2,-3,1,-1,1,-2,-1,1,-1,-1,2,3,-1,-1,2,"914.355","",425.018,0.75,0.15,0.09,0.66,0.59,0.76,0.91,0.64,0.15,0.6,0.2,0.7,0.3,0.75,0.76,0.86,0.35,0.09,0.08,0.55,0.71,0.8,0.13,0.6,"Slightly good","Yes, I have tried forecasting events a few times","None","Individually","Less than 10 min","None","Mostly intuition, some analysis","Probability claims mostly based on my current knowledge of the contradicting forces in the stated conflict situation influencing the stated outcomes.","166.834","Male","1990","Bachelor's degree","    A student","8299056","Control"
